Category,Product Name,Weight (kg),Fragility,Weight Category,Predicted Packaging Material,Protective Packaging Tip,Image Paths
Books and Stationery,Newspaper,39.82358243,Not Fragile,Highly Fragile,Mailing tubes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Mailing tubes\Image_1.jpg
Books and Stationery,Fairy tale,13.35797685,Not Fragile,Highly Fragile,Tyvek envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,Fable,24.86414676,Not Fragile,Highly Fragile,Shipping envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Books and Stationery,Mythology,37.00416341,Not Fragile,Highly Fragile,Ziplock bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,Folklore,1.662255633,Not Fragile,Not Fragile,Ziplock bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,Short stories,0.992394966,Not Fragile,Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Essays,47.14353097,Not Fragile,Highly Fragile,Corrugated plastic mailers,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Poetry anthology,11.21764106,Not Fragile,Highly Fragile,Shipping envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Books and Stationery,Philosophy book,28.83506295,Not Fragile,Highly Fragile,Corrugated plastic mailers,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Religious text,13.02316722,Not Fragile,Highly Fragile,PLA packaging,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,Spirituality book,45.38159134,Not Fragile,Highly Fragile,Ziplock bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,Self-improvement book,20.46522359,Not Fragile,Highly Fragile,Tyvek envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,Health book,33.49543232,Not Fragile,Highly Fragile,Plastic wrap,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,Fitness book,13.06712523,Not Fragile,Highly Fragile,Corrugated plastic mailers,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Diet book,0.563932878,Not Fragile,Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Cooking magazine,44.88983874,Not Fragile,Highly Fragile,Plastic wrap,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,History book,35.51827079,Not Fragile,Highly Fragile,Cardboard boxes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,Biographical novel,32.20530429,Not Fragile,Highly Fragile,Cardboard boxes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,Adventure novel,35.17044578,Not Fragile,Highly Fragile,Corrugated plastic mailers,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Horror novel,47.72449326,Not Fragile,Highly Fragile,Corrugated plastic mailers,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Detective novel,11.90790575,Not Fragile,Highly Fragile,Strapping materials,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,Crime novel,32.56019662,Not Fragile,Highly Fragile,Mailing tubes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Mailing tubes\Image_1.jpg
Books and Stationery,Legal thriller,32.01775014,Not Fragile,Highly Fragile,Polyethylene bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Psychological thriller,37.00253595,Not Fragile,Highly Fragile,Strapping materials,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,Political thriller,29.49863548,Not Fragile,Highly Fragile,Stretch wrap,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,Medical thriller,47.32020832,Not Fragile,Highly Fragile,Ziplock bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,Romantic thriller,21.31400359,Not Fragile,Highly Fragile,Tyvek envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,Historical romance,16.49461636,Not Fragile,Highly Fragile,PLA packaging,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,Paranormal romance,18.52840012,Not Fragile,Highly Fragile,Cardboard boxes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,Erotic novel,47.99962084,Not Fragile,Highly Fragile,PLA packaging,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,Chick lit,28.71070095,Not Fragile,Highly Fragile,Tyvek envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,True crime book,22.02711965,Not Fragile,Highly Fragile,Shipping envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Books and Stationery,Survival guide,44.6824603,Not Fragile,Highly Fragile,PLA packaging,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,Gardening book,36.97375963,Not Fragile,Highly Fragile,Stretch wrap,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,DIY book,42.70170335,Not Fragile,Highly Fragile,PLA packaging,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,Craft book,36.04520623,Not Fragile,Highly Fragile,Polyethylene bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Knitting book,24.17323379,Not Fragile,Highly Fragile,Cardboard boxes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,Crochet book,36.3403565,Not Fragile,Highly Fragile,Ziplock bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,Sewing book,3.972363668,Not Fragile,Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Quilting book,35.67047117,Not Fragile,Highly Fragile,Polyethylene bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Woodworking book,34.31527313,Not Fragile,Highly Fragile,Mailing tubes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Mailing tubes\Image_1.jpg
Books and Stationery,Home improvement book,49.54265246,Not Fragile,Highly Fragile,Ziplock bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,Financial advice book,18.85855482,Not Fragile,Highly Fragile,Ziplock bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,Business book,25.95998401,Not Fragile,Highly Fragile,Tyvek envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,Marketing book,28.79156183,Not Fragile,Highly Fragile,PLA packaging,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,Sales book,39.06258329,Not Fragile,Highly Fragile,Shipping envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Books and Stationery,Leadership book,4.838162079,Not Fragile,Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Management book,7.231017052,Not Fragile,Moderately Fragile,PLA packaging,"Although not very fragile, products in this category might require additional padding such as bubble wrap.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,Economics book,4.705671566,Not Fragile,Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,Investing book,42.262481,Not Fragile,Highly Fragile,Shipping envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Books and Stationery,Accounting book,3.114987853,Not Fragile,Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,Personal finance book,42.88111303,Not Fragile,Highly Fragile,Tyvek envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,Real estate book,37.95397821,Not Fragile,Highly Fragile,Polyethylene bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Stock market book,13.46081212,Not Fragile,Highly Fragile,Stretch wrap,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,Computer programming book,5.721528441,Not Fragile,Moderately Fragile,Cardboard boxes,"Although not very fragile, products in this category might require additional padding such as bubble wrap.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,Web development book,4.88707997,Not Fragile,Not Fragile,Tyvek envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,Software engineering book,34.17906431,Not Fragile,Highly Fragile,Tyvek envelopes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,Data science book,48.51597915,Not Fragile,Highly Fragile,Ziplock bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,Machine learning book,34.21438602,Not Fragile,Highly Fragile,Corrugated plastic mailers,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Artificial intelligence book,22.68644713,Not Fragile,Highly Fragile,Cardboard boxes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,Mathematics book,31.1506301,Not Fragile,Highly Fragile,Strapping materials,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,Physics book,33.33196211,Not Fragile,Highly Fragile,Polyethylene bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Chemistry book,16.5369189,Not Fragile,Highly Fragile,Cardboard boxes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,Biology book,34.68592075,Not Fragile,Highly Fragile,Strapping materials,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,Geology book,10.09077765,Not Fragile,Highly Fragile,Mailing tubes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Mailing tubes\Image_1.jpg
Books and Stationery,Astronomy book,24.79020518,Not Fragile,Highly Fragile,Corrugated plastic mailers,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Astrophysics book,9.592327122,Not Fragile,Moderately Fragile,Plastic wrap,"Although not very fragile, products in this category might require additional padding such as bubble wrap.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,Environmental science book,36.8287011,Not Fragile,Highly Fragile,Mailing tubes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Mailing tubes\Image_1.jpg
Books and Stationery,Psychology book,15.96533118,Not Fragile,Highly Fragile,Polyethylene bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Sociology book,25.82704783,Not Fragile,Highly Fragile,Ziplock bags,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,Anthropology book,44.07465137,Not Fragile,Highly Fragile,Cardboard boxes,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,Political science book,17.96491448,Not Fragile,Highly Fragile,Stretch wrap,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,Philosophy anthology,7.818084576,Not Fragile,Moderately Fragile,Plastic wrap,"Although not very fragile, products in this category might require additional padding such as bubble wrap.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,Ethics book,29.34791259,Not Fragile,Highly Fragile,PLA packaging,"While these products are not extremely fragile, it's recommended to use extra padding and cushioning materials like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Toys and Games,Action figure,46.30950759,Moderately Fragile,Highly Fragile,Polyethylene foam rolls,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene foam rolls\Image_1.jpg
Toys and Games,Doll,49.94775339,Moderately Fragile,Highly Fragile,Composite foam panels,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Composite foam panels\Image_1.jpg
Toys and Games,Puzzle,8.34023186,Moderately Fragile,Moderately Fragile,Corrugated plastic sheets,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic sheets\Image_1.jpg
Toys and Games,Board game,31.34357723,Moderately Fragile,Highly Fragile,Polyethylene foam rolls,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene foam rolls\Image_1.jpg
Toys and Games,Stuffed animal,40.89239999,Moderately Fragile,Highly Fragile,Foam sheets,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam sheets\Image_1.jpg
Toys and Games,LEGO set,42.29203266,Moderately Fragile,Highly Fragile,Paper cushioning,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Paper cushioning\Image_1.jpg
Toys and Games,Model car,0.418133095,Moderately Fragile,Not Fragile,Polyethylene foam rolls,"While moderately fragile, products in this category can be packed in standard cardboard boxes with some added protection like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene foam rolls\Image_1.jpg
Toys and Games,Remote control car,45.03116173,Moderately Fragile,Highly Fragile,Corrugated plastic sheets,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic sheets\Image_1.jpg
Toys and Games,Train set,42.84688519,Moderately Fragile,Highly Fragile,Composite foam panels,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Composite foam panels\Image_1.jpg
Toys and Games,Barbie doll,21.83077403,Moderately Fragile,Highly Fragile,Polyethylene foam rolls,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene foam rolls\Image_1.jpg
Toys and Games,Transformers toy,7.516639084,Moderately Fragile,Moderately Fragile,Molded fiber packaging,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Molded fiber packaging\Image_1.jpg
Toys and Games,Play-Doh set,35.76196333,Moderately Fragile,Highly Fragile,Corrugated mailers,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Toys and Games,Hot Wheels car,16.21637904,Moderately Fragile,Highly Fragile,Biodegradable bubble wrap,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Biodegradable bubble wrap\Image_1.jpg
Toys and Games,Nerf gun,35.24445356,Moderately Fragile,Highly Fragile,Molded fiber packaging,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Molded fiber packaging\Image_1.jpg
Toys and Games,Rubik's cube,3.260188464,Moderately Fragile,Not Fragile,Polyethylene foam rolls,"While moderately fragile, products in this category can be packed in standard cardboard boxes with some added protection like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene foam rolls\Image_1.jpg
Toys and Games,Fidget spinner,28.78528633,Moderately Fragile,Highly Fragile,Paper cushioning,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Paper cushioning\Image_1.jpg
Toys and Games,Jigsaw puzzle,48.88587662,Moderately Fragile,Highly Fragile,Biodegradable bubble wrap,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Biodegradable bubble wrap\Image_1.jpg
Toys and Games,Chess set,39.70891366,Moderately Fragile,Highly Fragile,Corrugated mailers,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Toys and Games,Uno card game,38.16959855,Moderately Fragile,Highly Fragile,Corrugated mailers,These products are moderately fragile but leaning towards highly fragile. It's recommended to use substantial padding and cushioning materials to prevent damage during transit.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Toys and Games,Monopoly board game,1.361318252,Moderately Fragile,Not Fragile,Paper cushioning,"While moderately fragile, products in this category can be packed in standard cardboard boxes with some added protection like foam padding or air pillows.",C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Paper cushioning\Image_1.jpg
