Category,Product Name,Material Composition,Product Name with Keywords,Fragility,Predicted Packaging Material,Protective Packaging Tip,Image Paths
Books and Stationery,"Correction tape: Plastic, tape",['Plastic'],"Correction tape: Plastic, tape plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,"Tape dispenser: Plastic, metal","['Metal', 'Plastic']","Tape dispenser: Plastic, metal metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,Paper clips: Metal,"['Metal', 'Paper']",Paper clips: Metal metal aluminum steel iron stainless steel phosphor bronze mercury paper cardboard ink adhesive,Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,Binder clips: Metal,['Metal'],Binder clips: Metal metal aluminum steel iron stainless steel phosphor bronze mercury,Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,"Push pins: Plastic, metal","['Metal', 'Plastic']","Push pins: Plastic, metal metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,"Thumbtacks: Metal, plastic","['Metal', 'Plastic']","Thumbtacks: Metal, plastic metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,Rubber bands: Rubber,"['Plastic', 'Rubber']",Rubber bands: Rubber plastic polyethylene polypropylene PVC nylon synthetic leather rubber rubber,Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,"Index cards: Paper, cardboard",['Paper'],"Index cards: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Shipping envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Books and Stationery,"Post-it notes: Paper, adhesive",['Paper'],"Post-it notes: Paper, adhesive paper cardboard ink adhesive",Not Fragile,Stretch wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,"Sticky notes: Paper, adhesive",['Paper'],"Sticky notes: Paper, adhesive paper cardboard ink adhesive",Not Fragile,Tyvek envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,"Desk organizer: Plastic, metal","['Metal', 'Plastic']","Desk organizer: Plastic, metal metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,"Letter tray: Plastic, metal","['Metal', 'Plastic']","Letter tray: Plastic, metal metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,"File organizer: Plastic, metal","['Metal', 'Plastic']","File organizer: Plastic, metal metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,"File folder: Paper, cardboard",['Paper'],"File folder: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,"Binder: Plastic, metal","['Metal', 'Plastic']","Binder: Plastic, metal metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,"Pocket folder: Paper, cardboard",['Paper'],"Pocket folder: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,"Report cover: Plastic, paper","['Plastic', 'Paper']","Report cover: Plastic, paper plastic polyethylene polypropylene PVC nylon synthetic leather rubber paper cardboard ink adhesive",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,"Presentation binder: Plastic, paper","['Plastic', 'Paper']","Presentation binder: Plastic, paper plastic polyethylene polypropylene PVC nylon synthetic leather rubber paper cardboard ink adhesive",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,"Binder dividers: Paper, plastic","['Plastic', 'Paper']","Binder dividers: Paper, plastic plastic polyethylene polypropylene PVC nylon synthetic leather rubber paper cardboard ink adhesive",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,Sheet protectors: Plastic,['Plastic'],Sheet protectors: Plastic plastic polyethylene polypropylene PVC nylon synthetic leather rubber,Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,"Portfolio: Leather, plastic","['Plastic', 'Leather']","Portfolio: Leather, plastic plastic polyethylene polypropylene PVC nylon synthetic leather rubber leather",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,"Clipboard: Wood, plastic","['Plastic', 'Wood']","Clipboard: Wood, plastic plastic polyethylene polypropylene PVC nylon synthetic leather rubber wood timber plywood hardwood",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,"Document holder: Plastic, metal","['Metal', 'Plastic']","Document holder: Plastic, metal metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,"Business card holder: Plastic, metal","['Metal', 'Plastic']","Business card holder: Plastic, metal metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,"Pencil case: Fabric, plastic","['Plastic', 'Fabric']","Pencil case: Fabric, plastic plastic polyethylene polypropylene PVC nylon synthetic leather rubber fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,"Pencil pouch: Fabric, plastic","['Plastic', 'Fabric']","Pencil pouch: Fabric, plastic plastic polyethylene polypropylene PVC nylon synthetic leather rubber fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,"Pen holder: Plastic, metal","['Metal', 'Plastic']","Pen holder: Plastic, metal metal aluminum steel iron stainless steel phosphor bronze mercury plastic polyethylene polypropylene PVC nylon synthetic leather rubber",Moderately Fragile,Foam pouches,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Foam pouches\Image_1.jpg
Books and Stationery,"Desk pad: Leather, plastic","['Plastic', 'Leather']","Desk pad: Leather, plastic plastic polyethylene polypropylene PVC nylon synthetic leather rubber leather",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,"Mouse pad: Fabric, rubber","['Plastic', 'Fabric', 'Rubber']","Mouse pad: Fabric, rubber plastic polyethylene polypropylene PVC nylon synthetic leather rubber fabric cotton polyester rayon denim silk chiffon wool acrylic cashmere linen spandex fleece down modal rubber",Moderately Fragile,Corrugated mailers,Products in this category are moderately fragile and require adequate protection with materials like bubble wrap or foam padding.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated mailers\Image_1.jpg
Books and Stationery,"Desk calendar: Paper, cardboard",['Paper'],"Desk calendar: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Tyvek envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,"Wall calendar: Paper, cardboard",['Paper'],"Wall calendar: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Tyvek envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,"Planner: Paper, cardboard",['Paper'],"Planner: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,"Weekly planner: Paper, cardboard",['Paper'],"Weekly planner: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,"Monthly planner: Paper, cardboard",['Paper'],"Monthly planner: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Stretch wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,"Yearly planner: Paper, cardboard",['Paper'],"Yearly planner: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Ziplock bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,"Daily planner: Paper, cardboard",['Paper'],"Daily planner: Paper, cardboard paper cardboard ink adhesive",Not Fragile,PLA packaging,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,"Student planner: Paper, cardboard",['Paper'],"Student planner: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,"Teacher planner: Paper, cardboard",['Paper'],"Teacher planner: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,"Appointment book: Paper, cardboard",['Paper'],"Appointment book: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,"Agenda: Paper, cardboard",['Paper'],"Agenda: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,"Journal: Paper, leather","['Paper', 'Leather']","Journal: Paper, leather paper cardboard ink adhesive leather",Not Fragile,Shipping envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Books and Stationery,"Diary: Paper, leather","['Paper', 'Leather']","Diary: Paper, leather paper cardboard ink adhesive leather",Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,"Sketchbook: Paper, cardboard",['Paper'],"Sketchbook: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,"Drawing pad: Paper, cardboard",['Paper'],"Drawing pad: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Tyvek envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,Coloring book: Paper,['Paper'],Coloring book: Paper paper cardboard ink adhesive,Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Activity book: Paper,['Paper'],Activity book: Paper paper cardboard ink adhesive,Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,"Spiral notebook: Paper, cardboard",['Paper'],"Spiral notebook: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,"Composition notebook: Paper, cardboard",['Paper'],"Composition notebook: Paper, cardboard paper cardboard ink adhesive",Not Fragile,PLA packaging,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,"Legal pad: Paper, cardboard",['Paper'],"Legal pad: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Ziplock bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,Graph paper: Paper,['Paper'],Graph paper: Paper paper cardboard ink adhesive,Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Lined paper: Paper,['Paper'],Lined paper: Paper paper cardboard ink adhesive,Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Grid paper: Paper,['Paper'],Grid paper: Paper paper cardboard ink adhesive,Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,Dot grid paper: Paper,['Paper'],Dot grid paper: Paper paper cardboard ink adhesive,Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Isometric paper: Paper,['Paper'],Isometric paper: Paper paper cardboard ink adhesive,Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Calligraphy paper: Paper,['Paper'],Calligraphy paper: Paper paper cardboard ink adhesive,Not Fragile,Stretch wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,Construction paper: Paper,['Paper'],Construction paper: Paper paper cardboard ink adhesive,Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,Tracing paper: Paper,['Paper'],Tracing paper: Paper paper cardboard ink adhesive,Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,Watercolor paper: Paper,"['Paper', 'Water']",Watercolor paper: Paper paper cardboard ink adhesive water,Not Fragile,Stretch wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Stretch wrap\Image_1.jpg
Books and Stationery,Pastel paper: Paper,['Paper'],Pastel paper: Paper paper cardboard ink adhesive,Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,Charcoal paper: Paper,['Paper'],Charcoal paper: Paper paper cardboard ink adhesive,Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Sketch paper: Paper,['Paper'],Sketch paper: Paper paper cardboard ink adhesive,Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,Marker paper: Paper,['Paper'],Marker paper: Paper paper cardboard ink adhesive,Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,"Tracing pad: Paper, cardboard",['Paper'],"Tracing pad: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,Drawing paper: Paper,['Paper'],Drawing paper: Paper paper cardboard ink adhesive,Not Fragile,Tyvek envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,Acid-free paper: Paper,['Paper'],Acid-free paper: Paper paper cardboard ink adhesive,Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,Cardstock: Paper,['Paper'],Cardstock: Paper paper cardboard ink adhesive,Not Fragile,Plastic wrap,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Plastic wrap\Image_1.jpeg
Books and Stationery,Craft paper: Paper,['Paper'],Craft paper: Paper paper cardboard ink adhesive,Not Fragile,Shipping envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Shipping envelopes\Image_1.jpg
Books and Stationery,Origami paper: Paper,['Paper'],Origami paper: Paper paper cardboard ink adhesive,Not Fragile,Tyvek envelopes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Tyvek envelopes\Image_1.jpg
Books and Stationery,Tissue paper: Paper,['Paper'],Tissue paper: Paper paper cardboard ink adhesive,Not Fragile,Polyethylene bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Polyethylene bags\Image_1.jpg
Books and Stationery,Crepe paper: Paper,['Paper'],Crepe paper: Paper paper cardboard ink adhesive,Not Fragile,Ziplock bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,Wrapping paper: Paper,['Paper'],Wrapping paper: Paper paper cardboard ink adhesive,Not Fragile,PLA packaging,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,Gift wrap: Paper,['Paper'],Gift wrap: Paper paper cardboard ink adhesive,Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,Decorative paper: Paper,['Paper'],Decorative paper: Paper paper cardboard ink adhesive,Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,Stationery paper: Paper,['Paper'],Stationery paper: Paper paper cardboard ink adhesive,Not Fragile,Strapping materials,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Strapping materials\Image_1.png
Books and Stationery,Letter paper: Paper,['Paper'],Letter paper: Paper paper cardboard ink adhesive,Not Fragile,Cardboard boxes,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Cardboard boxes\Image_1.jpg
Books and Stationery,Invitation paper: Paper,['Paper'],Invitation paper: Paper paper cardboard ink adhesive,Not Fragile,Ziplock bags,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Ziplock bags\Image_1.jpg
Books and Stationery,"Greeting card: Paper, cardboard",['Paper'],"Greeting card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,"Thank you card: Paper, cardboard",['Paper'],"Thank you card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,PLA packaging,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
Books and Stationery,"Sympathy card: Paper, cardboard",['Paper'],"Sympathy card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,Corrugated plastic mailers,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\Corrugated plastic mailers\Image_1.jpg
Books and Stationery,"Get well card: Paper, cardboard",['Paper'],"Get well card: Paper, cardboard paper cardboard ink adhesive",Not Fragile,PLA packaging,Products in this category are not very fragile and can be packed in standard cardboard boxes.,C:\Users\fidha\OneDrive\Desktop\LOGISTICS\logistica-1.0.0\material_images\PLA packaging\Image_1.png
